pollster,sample_size,numeric_grade,pollscore,transparency_score,end_date,party,answer,pct
Bullfinch,1000,NA,NA,4,2024-08-21,DEM,Harris,47
Bullfinch,1000,NA,NA,4,2024-08-21,REP,Trump,39
Bullfinch,1000,NA,NA,4,2024-08-21,IND,Kennedy,5
Bullfinch,1000,NA,NA,4,2024-08-21,IND,West,1
Bullfinch,1000,NA,NA,4,2024-08-21,GRE,Stein,1
Bullfinch,1000,NA,NA,4,2024-08-21,LIB,Oliver,1
Morning Consult,4000,1.9,-0.3,3,2024-08-21,DEM,Harris,48
Morning Consult,4000,1.9,-0.3,3,2024-08-21,REP,Trump,45
Morning Consult,9928,1.9,-0.3,3,2024-08-21,DEM,Harris,49
Morning Consult,9928,1.9,-0.3,3,2024-08-21,REP,Trump,46
Morning Consult,4000,1.9,-0.3,3,2024-08-20,DEM,Harris,47
Morning Consult,4000,1.9,-0.3,3,2024-08-20,REP,Trump,45
Morning Consult,10142,1.9,-0.3,3,2024-08-20,DEM,Harris,49
Morning Consult,10142,1.9,-0.3,3,2024-08-20,REP,Trump,46
YouGov,1371,3,-1.1,9,2024-08-20,DEM,Harris,46
YouGov,1371,3,-1.1,9,2024-08-20,REP,Trump,43
YouGov,1371,3,-1.1,9,2024-08-20,IND,Kennedy,3
YouGov,1371,3,-1.1,9,2024-08-20,IND,West,0
YouGov,1371,3,-1.1,9,2024-08-20,GRE,Stein,0
Fairleigh Dickinson,801,2.6,-0.6,9.5,2024-08-20,DEM,Harris,50
Fairleigh Dickinson,801,2.6,-0.6,9.5,2024-08-20,REP,Trump,43
Morning Consult,4000,1.9,-0.3,3,2024-08-19,DEM,Harris,47
Morning Consult,4000,1.9,-0.3,3,2024-08-19,REP,Trump,44
Morning Consult,10527,1.9,-0.3,3,2024-08-19,DEM,Harris,49
Morning Consult,10527,1.9,-0.3,3,2024-08-19,REP,Trump,45
SoCal Strategies,1000,NA,NA,9,2024-08-18,DEM,Harris,49
SoCal Strategies,1000,NA,NA,9,2024-08-18,REP,Trump,47
SoCal Strategies,876,NA,NA,9,2024-08-18,DEM,Harris,50
SoCal Strategies,876,NA,NA,9,2024-08-18,REP,Trump,48
Morning Consult,11528,1.9,-0.3,3,2024-08-18,DEM,Harris,48
Morning Consult,11528,1.9,-0.3,3,2024-08-18,REP,Trump,44
Morning Consult,10195,1.9,-0.3,3,2024-08-18,DEM,Harris,49
Morning Consult,10195,1.9,-0.3,3,2024-08-18,REP,Trump,45
Big Village,2022,1.2,1.7,9,2024-08-18,DEM,Harris,40.8
Big Village,2022,1.2,1.7,9,2024-08-18,REP,Trump,36.7
Big Village,2022,1.2,1.7,9,2024-08-18,IND,Kennedy,6.4
Big Village,2022,1.2,1.7,9,2024-08-18,IND,West,1.2
Big Village,2022,1.2,1.7,9,2024-08-18,GRE,Stein,0.9
Big Village,1698,1.2,1.7,9,2024-08-18,DEM,Harris,44
Big Village,1698,1.2,1.7,9,2024-08-18,REP,Trump,39.7
Big Village,1698,1.2,1.7,9,2024-08-18,IND,Kennedy,5.6
Big Village,1698,1.2,1.7,9,2024-08-18,IND,West,1.2
Big Village,1698,1.2,1.7,9,2024-08-18,GRE,Stein,0.6
Big Village,1530,1.2,1.7,9,2024-08-18,DEM,Harris,46.2
Big Village,1530,1.2,1.7,9,2024-08-18,REP,Trump,41.6
Big Village,1530,1.2,1.7,9,2024-08-18,IND,Kennedy,5.2
Big Village,1530,1.2,1.7,9,2024-08-18,IND,West,1.2
Big Village,1530,1.2,1.7,9,2024-08-18,GRE,Stein,0.6
Morning Consult,4000,1.9,-0.3,3,2024-08-17,DEM,Harris,48
Morning Consult,4000,1.9,-0.3,3,2024-08-17,REP,Trump,44
Morning Consult,9354,1.9,-0.3,3,2024-08-17,DEM,Harris,49
Morning Consult,9354,1.9,-0.3,3,2024-08-17,REP,Trump,45
YouGov,3253,3,-1.1,9,2024-08-16,DEM,Harris,51
YouGov,3253,3,-1.1,9,2024-08-16,REP,Trump,48
YouGov,3253,3,-1.1,9,2024-08-16,DEM,Harris,49
YouGov,3253,3,-1.1,9,2024-08-16,REP,Trump,47
YouGov,3253,3,-1.1,9,2024-08-16,IND,Kennedy,2
YouGov,3253,3,-1.1,9,2024-08-16,IND,West,0
YouGov,3253,3,-1.1,9,2024-08-16,GRE,Stein,1
YouGov,3253,3,-1.1,9,2024-08-16,LIB,Oliver,0
Morning Consult,4000,1.9,-0.3,3,2024-08-16,DEM,Harris,48
Morning Consult,4000,1.9,-0.3,3,2024-08-16,REP,Trump,44
Morning Consult,9132,1.9,-0.3,3,2024-08-16,DEM,Harris,50
Morning Consult,9132,1.9,-0.3,3,2024-08-16,REP,Trump,45
Redfield & Wilton Strategies,1238,1.8,0.4,9,2024-08-15,DEM,Harris,45
Redfield & Wilton Strategies,1238,1.8,0.4,9,2024-08-15,REP,Trump,44
Redfield & Wilton Strategies,1238,1.8,0.4,9,2024-08-15,IND,Kennedy,3
Redfield & Wilton Strategies,1238,1.8,0.4,9,2024-08-15,LIB,Oliver,1
Redfield & Wilton Strategies,1238,1.8,0.4,9,2024-08-15,GRE,Stein,1
Morning Consult,4000,1.9,-0.3,3,2024-08-15,DEM,Harris,48
Morning Consult,4000,1.9,-0.3,3,2024-08-15,REP,Trump,44
Morning Consult,9636,1.9,-0.3,3,2024-08-15,DEM,Harris,49
Morning Consult,9636,1.9,-0.3,3,2024-08-15,REP,Trump,45
Outward Intelligence,1858,NA,NA,3.5,2024-08-15,DEM,Harris,53
Outward Intelligence,1858,NA,NA,3.5,2024-08-15,REP,Trump,47
Outward Intelligence,1858,NA,NA,3.5,2024-08-15,DEM,Harris,49
Outward Intelligence,1858,NA,NA,3.5,2024-08-15,REP,Trump,43
Outward Intelligence,1858,NA,NA,3.5,2024-08-15,IND,Kennedy,6.6
Outward Intelligence,1858,NA,NA,3.5,2024-08-15,GRE,Stein,0.8
Outward Intelligence,1858,NA,NA,3.5,2024-08-15,IND,West,0.5
Outward Intelligence,1858,NA,NA,3.5,2024-08-15,LIB,Oliver,0.4
Embold Research,2696,1.4,0.6,6,2024-08-15,DEM,Harris,47
Embold Research,2696,1.4,0.6,6,2024-08-15,REP,Trump,43
Data for Progress,6067,2.6,-1.2,10,2024-08-15,DEM,Harris,49
Data for Progress,6067,2.6,-1.2,10,2024-08-15,REP,Trump,46
Data for Progress,6067,2.6,-1.2,10,2024-08-15,DEM,Harris,47
Data for Progress,6067,2.6,-1.2,10,2024-08-15,REP,Trump,43
Data for Progress,6067,2.6,-1.2,10,2024-08-15,IND,Kennedy,5
Data for Progress,6067,2.6,-1.2,10,2024-08-15,IND,West,1
Data for Progress,6067,2.6,-1.2,10,2024-08-15,GRE,Stein,0
Emerson,1000,2.9,-1.1,7,2024-08-14,DEM,Harris,52.3
Emerson,1000,2.9,-1.1,7,2024-08-14,REP,Trump,47.7
Emerson,1000,2.9,-1.1,7,2024-08-14,DEM,Harris,48.3
Emerson,1000,2.9,-1.1,7,2024-08-14,REP,Trump,43.5
Emerson,1000,2.9,-1.1,7,2024-08-14,IND,Kennedy,4
Emerson,1000,2.9,-1.1,7,2024-08-14,IND,West,0.3
Emerson,1000,2.9,-1.1,7,2024-08-14,GRE,Stein,0.5
Emerson,1000,2.9,-1.1,7,2024-08-14,LIB,Oliver,0.2
RMG Research,2708,2.3,-0.4,5,2024-08-14,DEM,Harris,47
RMG Research,2708,2.3,-0.4,5,2024-08-14,REP,Trump,49
RMG Research,2708,2.3,-0.4,5,2024-08-14,DEM,Harris,45
RMG Research,2708,2.3,-0.4,5,2024-08-14,REP,Trump,46
RMG Research,2708,2.3,-0.4,5,2024-08-14,IND,Kennedy,5
Morning Consult,4000,1.9,-0.3,3,2024-08-14,DEM,Harris,47
Morning Consult,4000,1.9,-0.3,3,2024-08-14,REP,Trump,44
Morning Consult,9920,1.9,-0.3,3,2024-08-14,DEM,Harris,49
Morning Consult,9920,1.9,-0.3,3,2024-08-14,REP,Trump,45
ActiVote,1000,NA,NA,8,2024-08-14,DEM,Harris,52.4
ActiVote,1000,NA,NA,8,2024-08-14,REP,Trump,47.6
YouGov,1407,3,-1.1,9,2024-08-13,DEM,Harris,46
YouGov,1407,3,-1.1,9,2024-08-13,REP,Trump,44
YouGov,1407,3,-1.1,9,2024-08-13,IND,Kennedy,3
YouGov,1407,3,-1.1,9,2024-08-13,IND,West,0
YouGov,1407,3,-1.1,9,2024-08-13,GRE,Stein,1
Morning Consult,4000,1.9,-0.3,3,2024-08-13,DEM,Harris,47
Morning Consult,4000,1.9,-0.3,3,2024-08-13,REP,Trump,45
Morning Consult,10125,1.9,-0.3,3,2024-08-13,DEM,Harris,49
Morning Consult,10125,1.9,-0.3,3,2024-08-13,REP,Trump,45
Ipsos,2336,2.8,-0.9,9.5,2024-08-13,DEM,Harris,50
Ipsos,2336,2.8,-0.9,9.5,2024-08-13,REP,Trump,45
Ipsos,1975,2.8,-0.9,9.5,2024-08-13,DEM,Harris,49
Ipsos,1975,2.8,-0.9,9.5,2024-08-13,REP,Trump,45
Ipsos,1505,2.8,-0.9,9.5,2024-08-13,DEM,Harris,51
Ipsos,1505,2.8,-0.9,9.5,2024-08-13,REP,Trump,45
Ipsos,2336,2.8,-0.9,9.5,2024-08-13,DEM,Harris,47
Ipsos,2336,2.8,-0.9,9.5,2024-08-13,REP,Trump,44
Ipsos,2336,2.8,-0.9,9.5,2024-08-13,IND,Kennedy,5
Ipsos,2336,2.8,-0.9,9.5,2024-08-13,IND,West,1
Ipsos,2336,2.8,-0.9,9.5,2024-08-13,GRE,Stein,1
Ipsos,1975,2.8,-0.9,9.5,2024-08-13,DEM,Harris,47
Ipsos,1975,2.8,-0.9,9.5,2024-08-13,REP,Trump,44
Ipsos,1975,2.8,-0.9,9.5,2024-08-13,IND,Kennedy,5
Ipsos,1975,2.8,-0.9,9.5,2024-08-13,IND,West,1
Ipsos,1975,2.8,-0.9,9.5,2024-08-13,GRE,Stein,1
Morning Consult,4000,1.9,-0.3,3,2024-08-12,DEM,Harris,47
Morning Consult,4000,1.9,-0.3,3,2024-08-12,REP,Trump,44
Morning Consult,10440,1.9,-0.3,3,2024-08-12,DEM,Harris,49
Morning Consult,10440,1.9,-0.3,3,2024-08-12,REP,Trump,45
Beacon/Shaw,1105,2.8,-1.1,9,2024-08-12,DEM,Harris,45
Beacon/Shaw,1105,2.8,-1.1,9,2024-08-12,REP,Trump,45
Beacon/Shaw,1105,2.8,-1.1,9,2024-08-12,IND,Kennedy,6
Beacon/Shaw,1105,2.8,-1.1,9,2024-08-12,IND,West,1
Beacon/Shaw,1105,2.8,-1.1,9,2024-08-12,GRE,Stein,1
Beacon/Shaw,1105,2.8,-1.1,9,2024-08-12,LIB,Oliver,1
Beacon/Shaw,1105,2.8,-1.1,9,2024-08-12,DEM,Harris,49
Beacon/Shaw,1105,2.8,-1.1,9,2024-08-12,REP,Trump,50
Big Village,1009,1.2,1.7,9,2024-08-11,DEM,Harris,41.9
Big Village,1009,1.2,1.7,9,2024-08-11,REP,Trump,39.4
Big Village,1009,1.2,1.7,9,2024-08-11,IND,Kennedy,5.5
Big Village,1009,1.2,1.7,9,2024-08-11,IND,West,1
Big Village,1009,1.2,1.7,9,2024-08-11,GRE,Stein,1.6
Big Village,848,1.2,1.7,9,2024-08-11,DEM,Harris,45.5
Big Village,848,1.2,1.7,9,2024-08-11,REP,Trump,41.7
Big Village,848,1.2,1.7,9,2024-08-11,IND,Kennedy,5.3
Big Village,848,1.2,1.7,9,2024-08-11,IND,West,1.2
Big Village,848,1.2,1.7,9,2024-08-11,GRE,Stein,1
Big Village,757,1.2,1.7,9,2024-08-11,DEM,Harris,46.5
Big Village,757,1.2,1.7,9,2024-08-11,REP,Trump,43.7
Big Village,757,1.2,1.7,9,2024-08-11,IND,Kennedy,5
Big Village,757,1.2,1.7,9,2024-08-11,IND,West,0.8
Big Village,757,1.2,1.7,9,2024-08-11,GRE,Stein,0.7
Morning Consult,11778,1.9,-0.3,3,2024-08-11,DEM,Harris,47
Morning Consult,11778,1.9,-0.3,3,2024-08-11,REP,Trump,44
Morning Consult,10374,1.9,-0.3,3,2024-08-11,DEM,Harris,49
Morning Consult,10374,1.9,-0.3,3,2024-08-11,REP,Trump,45
J.L. Partners,1001,1.6,0.2,6,2024-08-11,DEM,Harris,41
J.L. Partners,1001,1.6,0.2,6,2024-08-11,REP,Trump,43
J.L. Partners,1001,1.6,0.2,6,2024-08-11,IND,Kennedy,5
J.L. Partners,1001,1.6,0.2,6,2024-08-11,IND,West,1
J.L. Partners,1001,1.6,0.2,6,2024-08-11,GRE,Stein,1
J.L. Partners,1001,1.6,0.2,6,2024-08-11,LIB,Oliver,2
Pew,7569,2.5,-0.4,8,2024-08-11,DEM,Harris,46
Pew,7569,2.5,-0.4,8,2024-08-11,REP,Trump,45
Pew,7569,2.5,-0.4,8,2024-08-11,IND,Kennedy,7
Morning Consult,4000,1.9,-0.3,3,2024-08-10,DEM,Harris,48
Morning Consult,4000,1.9,-0.3,3,2024-08-10,REP,Trump,44
Morning Consult,10112,1.9,-0.3,3,2024-08-10,DEM,Harris,49
Morning Consult,10112,1.9,-0.3,3,2024-08-10,REP,Trump,45
Morning Consult,4000,1.9,-0.3,3,2024-08-09,DEM,Harris,48
Morning Consult,4000,1.9,-0.3,3,2024-08-09,REP,Trump,44
Morning Consult,9795,1.9,-0.3,3,2024-08-09,DEM,Harris,50
Morning Consult,9795,1.9,-0.3,3,2024-08-09,REP,Trump,45
Quantus Polls and News,1000,NA,NA,8.5,2024-08-08,DEM,Harris,47.2
Quantus Polls and News,1000,NA,NA,8.5,2024-08-08,REP,Trump,45.9
Morning Consult,4000,1.9,-0.3,3,2024-08-08,DEM,Harris,48
Morning Consult,4000,1.9,-0.3,3,2024-08-08,REP,Trump,44
Morning Consult,9715,1.9,-0.3,3,2024-08-08,DEM,Harris,50
Morning Consult,9715,1.9,-0.3,3,2024-08-08,REP,Trump,45
Cygnal,1500,2.1,-1.1,4,2024-08-08,DEM,Harris,47.6
Cygnal,1500,2.1,-1.1,4,2024-08-08,REP,Trump,47
Cygnal,1500,2.1,-1.1,4,2024-08-08,DEM,Harris,44.2
Cygnal,1500,2.1,-1.1,4,2024-08-08,REP,Trump,44.4
Cygnal,1500,2.1,-1.1,4,2024-08-08,IND,Kennedy,4.9
Cygnal,1500,2.1,-1.1,4,2024-08-08,GRE,Stein,1.1
Cygnal,1500,2.1,-1.1,4,2024-08-08,IND,West,1.4
Redfield & Wilton Strategies,2584,1.8,0.4,9,2024-08-07,DEM,Harris,47
Redfield & Wilton Strategies,2584,1.8,0.4,9,2024-08-07,REP,Trump,44
Redfield & Wilton Strategies,2584,1.8,0.4,9,2024-08-07,IND,Kennedy,4
Redfield & Wilton Strategies,2584,1.8,0.4,9,2024-08-07,LIB,Oliver,1
Redfield & Wilton Strategies,2584,1.8,0.4,9,2024-08-07,GRE,Stein,0
RMG Research,2000,2.3,-0.4,5,2024-08-07,DEM,Harris,47
RMG Research,2000,2.3,-0.4,5,2024-08-07,REP,Trump,46
RMG Research,2000,2.3,-0.4,5,2024-08-07,IND,Kennedy,2
RMG Research,NA,2.3,-0.4,5,2024-08-07,DEM,Harris,49
RMG Research,NA,2.3,-0.4,5,2024-08-07,REP,Trump,49
Morning Consult,4000,1.9,-0.3,3,2024-08-07,DEM,Harris,48
Morning Consult,4000,1.9,-0.3,3,2024-08-07,REP,Trump,44
Morning Consult,9682,1.9,-0.3,3,2024-08-07,DEM,Harris,50
Morning Consult,9682,1.9,-0.3,3,2024-08-07,REP,Trump,45
Ipsos,1342,2.8,-0.9,9.5,2024-08-07,DEM,Harris,42
Ipsos,1342,2.8,-0.9,9.5,2024-08-07,REP,Trump,37
Ipsos,1342,2.8,-0.9,9.5,2024-08-07,IND,Kennedy,4
Ipsos,1342,2.8,-0.9,9.5,2024-08-07,DEM,Harris,49
Ipsos,1342,2.8,-0.9,9.5,2024-08-07,REP,Trump,47
YouGov,1413,3,-1.1,9,2024-08-06,DEM,Harris,45
YouGov,1413,3,-1.1,9,2024-08-06,REP,Trump,43
YouGov,1413,3,-1.1,9,2024-08-06,IND,Kennedy,2
YouGov,1413,3,-1.1,9,2024-08-06,IND,West,0
YouGov,1413,3,-1.1,9,2024-08-06,GRE,Stein,1
Morning Consult,4000,1.9,-0.3,3,2024-08-06,DEM,Harris,48
Morning Consult,4000,1.9,-0.3,3,2024-08-06,REP,Trump,44
Morning Consult,10013,1.9,-0.3,3,2024-08-06,DEM,Harris,49
Morning Consult,10013,1.9,-0.3,3,2024-08-06,REP,Trump,45
ActiVote,1000,NA,NA,8,2024-08-06,DEM,Harris,50
ActiVote,1000,NA,NA,8,2024-08-06,REP,Trump,50
ActiVote,1000,NA,NA,8,2024-08-06,DEM,Harris,45
ActiVote,1000,NA,NA,8,2024-08-06,REP,Trump,44.4
ActiVote,1000,NA,NA,8,2024-08-06,IND,Kennedy,10.5
Morning Consult,4000,1.9,-0.3,3,2024-08-05,DEM,Harris,47
Morning Consult,4000,1.9,-0.3,3,2024-08-05,REP,Trump,44
Morning Consult,10206,1.9,-0.3,3,2024-08-05,DEM,Harris,49
Morning Consult,10206,1.9,-0.3,3,2024-08-05,REP,Trump,45
SurveyUSA,1510,2.8,-1.3,8,2024-08-05,DEM,Harris,48
SurveyUSA,1510,2.8,-1.3,8,2024-08-05,REP,Trump,45
Morning Consult,11265,1.9,-0.3,3,2024-08-04,DEM,Harris,48
Morning Consult,11265,1.9,-0.3,3,2024-08-04,REP,Trump,44
Morning Consult,9952,1.9,-0.3,3,2024-08-04,DEM,Harris,49
Morning Consult,9952,1.9,-0.3,3,2024-08-04,REP,Trump,45
Marist,1513,2.9,-0.9,7,2024-08-04,DEM,Harris,51
Marist,1513,2.9,-0.9,7,2024-08-04,REP,Trump,48
Marist,1513,2.9,-0.9,7,2024-08-04,DEM,Harris,48
Marist,1513,2.9,-0.9,7,2024-08-04,REP,Trump,45
Marist,1513,2.9,-0.9,7,2024-08-04,IND,Kennedy,5
Marist,1513,2.9,-0.9,7,2024-08-04,IND,West,0
Marist,1513,2.9,-0.9,7,2024-08-04,GRE,Stein,1
Marist,1513,2.9,-0.9,7,2024-08-04,LIB,Oliver,0
Hart/POS,1001,2.6,-0.7,4,2024-08-04,DEM,Harris,46
Hart/POS,1001,2.6,-0.7,4,2024-08-04,REP,Trump,48
HarrisX,1011,1.5,-0.1,6,2024-08-03,DEM,Harris,49
HarrisX,1011,1.5,-0.1,6,2024-08-03,REP,Trump,51
HarrisX,1011,1.5,-0.1,6,2024-08-03,DEM,Harris,46
HarrisX,1011,1.5,-0.1,6,2024-08-03,REP,Trump,44
HarrisX,1011,1.5,-0.1,6,2024-08-03,IND,Kennedy,9
HarrisX,1011,1.5,-0.1,6,2024-08-03,DEM,Harris,45
HarrisX,1011,1.5,-0.1,6,2024-08-03,REP,Trump,44
HarrisX,1011,1.5,-0.1,6,2024-08-03,IND,Kennedy,9
HarrisX,1011,1.5,-0.1,6,2024-08-03,IND,West,1
HarrisX,1011,1.5,-0.1,6,2024-08-03,GRE,Stein,1
Morning Consult,4000,1.9,-0.3,3,2024-08-03,DEM,Harris,47
Morning Consult,4000,1.9,-0.3,3,2024-08-03,REP,Trump,44
Morning Consult,9394,1.9,-0.3,3,2024-08-03,DEM,Harris,48
Morning Consult,9394,1.9,-0.3,3,2024-08-03,REP,Trump,46
TIPP,1326,1.8,-0.4,3,2024-08-02,DEM,Harris,46
TIPP,1326,1.8,-0.4,3,2024-08-02,REP,Trump,45
TIPP,1326,1.8,-0.4,3,2024-08-02,DEM,Harris,44
TIPP,1326,1.8,-0.4,3,2024-08-02,REP,Trump,42
TIPP,1326,1.8,-0.4,3,2024-08-02,IND,Kennedy,7
TIPP,1326,1.8,-0.4,3,2024-08-02,IND,West,1
TIPP,1326,1.8,-0.4,3,2024-08-02,GRE,Stein,1
Morning Consult,4000,1.9,-0.3,3,2024-08-02,DEM,Harris,47
Morning Consult,4000,1.9,-0.3,3,2024-08-02,REP,Trump,45
Morning Consult,9250,1.9,-0.3,3,2024-08-02,DEM,Harris,48
Morning Consult,9250,1.9,-0.3,3,2024-08-02,REP,Trump,46
YouGov,3092,3,-1.1,9,2024-08-02,DEM,Harris,50
YouGov,3092,3,-1.1,9,2024-08-02,REP,Trump,49
YouGov,3092,3,-1.1,9,2024-08-02,DEM,Harris,49
YouGov,3092,3,-1.1,9,2024-08-02,REP,Trump,47
YouGov,3092,3,-1.1,9,2024-08-02,IND,Kennedy,2
YouGov,3092,3,-1.1,9,2024-08-02,IND,West,0
YouGov,3092,3,-1.1,9,2024-08-02,GRE,Stein,0
YouGov,3092,3,-1.1,9,2024-08-02,LIB,Oliver,0
Morning Consult,4000,1.9,-0.3,3,2024-08-01,DEM,Harris,46
Morning Consult,4000,1.9,-0.3,3,2024-08-01,REP,Trump,45
Morning Consult,9589,1.9,-0.3,3,2024-08-01,DEM,Harris,48
Morning Consult,9589,1.9,-0.3,3,2024-08-01,REP,Trump,46
UMass Amherst/YouGov,1000,2.4,-0.4,7.5,2024-08-01,DEM,Harris,46
UMass Amherst/YouGov,1000,2.4,-0.4,7.5,2024-08-01,REP,Trump,43
UMass Amherst/YouGov,1000,2.4,-0.4,7.5,2024-08-01,IND,Kennedy,6
Marquette Law School,879,3,-1.1,10,2024-08-01,DEM,Harris,52
Marquette Law School,879,3,-1.1,10,2024-08-01,REP,Trump,48
Marquette Law School,683,3,-1.1,10,2024-08-01,DEM,Harris,53
Marquette Law School,683,3,-1.1,10,2024-08-01,REP,Trump,47
Marquette Law School,879,3,-1.1,10,2024-08-01,DEM,Harris,47
Marquette Law School,879,3,-1.1,10,2024-08-01,REP,Trump,41
Marquette Law School,879,3,-1.1,10,2024-08-01,IND,Kennedy,9
Marquette Law School,879,3,-1.1,10,2024-08-01,LIB,Oliver,1
Marquette Law School,879,3,-1.1,10,2024-08-01,GRE,Stein,2
Marquette Law School,879,3,-1.1,10,2024-08-01,IND,West,1
Marquette Law School,683,3,-1.1,10,2024-08-01,DEM,Harris,50
Marquette Law School,683,3,-1.1,10,2024-08-01,REP,Trump,42
Marquette Law School,683,3,-1.1,10,2024-08-01,IND,Kennedy,6
Marquette Law School,683,3,-1.1,10,2024-08-01,LIB,Oliver,1
Marquette Law School,683,3,-1.1,10,2024-08-01,GRE,Stein,1
Marquette Law School,683,3,-1.1,10,2024-08-01,IND,West,0
RMG Research,3000,2.3,-0.4,5,2024-07-31,DEM,Harris,47
RMG Research,3000,2.3,-0.4,5,2024-07-31,REP,Trump,42
RMG Research,3000,2.3,-0.4,5,2024-07-31,IND,Kennedy,6
Morning Consult,4000,1.9,-0.3,3,2024-07-31,DEM,Harris,46
Morning Consult,4000,1.9,-0.3,3,2024-07-31,REP,Trump,44
Morning Consult,9998,1.9,-0.3,3,2024-07-31,DEM,Harris,48
Morning Consult,9998,1.9,-0.3,3,2024-07-31,REP,Trump,45
Morning Consult,4000,1.9,-0.3,3,2024-07-30,DEM,Harris,46
Morning Consult,4000,1.9,-0.3,3,2024-07-30,REP,Trump,45
Morning Consult,10119,1.9,-0.3,3,2024-07-30,DEM,Harris,48
Morning Consult,10119,1.9,-0.3,3,2024-07-30,REP,Trump,46
YouGov,1434,3,-1.1,9,2024-07-30,DEM,Harris,46
YouGov,1434,3,-1.1,9,2024-07-30,REP,Trump,44
YouGov,1434,3,-1.1,9,2024-07-30,IND,Kennedy,3
YouGov,1434,3,-1.1,9,2024-07-30,IND,West,0
YouGov,1434,3,-1.1,9,2024-07-30,GRE,Stein,0
Civiqs,1123,2.4,-0.2,8,2024-07-30,DEM,Harris,49
Civiqs,1123,2.4,-0.2,8,2024-07-30,REP,Trump,45
YouGov/SNF Agora,2000,NA,NA,4.5,2024-07-30,DEM,Harris,43
YouGov/SNF Agora,2000,NA,NA,4.5,2024-07-30,REP,Trump,42
YouGov/SNF Agora,2000,NA,NA,4.5,2024-07-30,IND,Kennedy,5
Redfield & Wilton Strategies,1750,1.8,0.4,9,2024-07-29,DEM,Harris,45
Redfield & Wilton Strategies,1750,1.8,0.4,9,2024-07-29,REP,Trump,43
Redfield & Wilton Strategies,1750,1.8,0.4,9,2024-07-29,IND,Kennedy,5
Redfield & Wilton Strategies,1750,1.8,0.4,9,2024-07-29,LIB,Oliver,0
Redfield & Wilton Strategies,1750,1.8,0.4,9,2024-07-29,GRE,Stein,0
Morning Consult,4000,1.9,-0.3,3,2024-07-29,DEM,Harris,46
Morning Consult,4000,1.9,-0.3,3,2024-07-29,REP,Trump,45
Morning Consult,10354,1.9,-0.3,3,2024-07-29,DEM,Harris,48
Morning Consult,10354,1.9,-0.3,3,2024-07-29,REP,Trump,46
American Pulse,1035,NA,NA,6,2024-07-29,DEM,Harris,46.2
American Pulse,1035,NA,NA,6,2024-07-29,REP,Trump,46.7
American Pulse,1035,NA,NA,6,2024-07-29,IND,Kennedy,3.1
American Pulse,1035,NA,NA,6,2024-07-29,GRE,Stein,0.6
American Pulse,1035,NA,NA,6,2024-07-29,IND,West,0.6
American Pulse,1035,NA,NA,6,2024-07-29,LIB,Oliver,0.1
American Pulse,1035,NA,NA,6,2024-07-29,DEM,Harris,49.5
American Pulse,1035,NA,NA,6,2024-07-29,REP,Trump,48.3
ActiVote,1000,NA,NA,8,2024-07-29,DEM,Harris,48.7
ActiVote,1000,NA,NA,8,2024-07-29,REP,Trump,51.3
ActiVote,1000,NA,NA,8,2024-07-29,DEM,Harris,44.3
ActiVote,1000,NA,NA,8,2024-07-29,REP,Trump,45.5
ActiVote,1000,NA,NA,8,2024-07-29,IND,Kennedy,10.3
McLaughlin,1000,0.5,1.6,4,2024-07-29,DEM,Harris,45
McLaughlin,1000,0.5,1.6,4,2024-07-29,REP,Trump,47
McLaughlin,1000,0.5,1.6,4,2024-07-29,DEM,Harris,41
McLaughlin,1000,0.5,1.6,4,2024-07-29,REP,Trump,42
McLaughlin,1000,0.5,1.6,4,2024-07-29,IND,Kennedy,8
McLaughlin,1000,0.5,1.6,4,2024-07-29,IND,West,1
McLaughlin,1000,0.5,1.6,4,2024-07-29,GRE,Stein,1
McLaughlin,1000,0.5,1.6,4,2024-07-29,LIB,Oliver,1
Morning Consult,11538,1.9,-0.3,3,2024-07-28,DEM,Harris,47
Morning Consult,11538,1.9,-0.3,3,2024-07-28,REP,Trump,46
Morning Consult,10106,1.9,-0.3,3,2024-07-28,DEM,Harris,48
Morning Consult,10106,1.9,-0.3,3,2024-07-28,REP,Trump,46
HarrisX/Harris Poll,2196,1.5,-0.1,7,2024-07-28,DEM,Harris,48
HarrisX/Harris Poll,2196,1.5,-0.1,7,2024-07-28,REP,Trump,52
HarrisX/Harris Poll,2196,1.5,-0.1,7,2024-07-28,DEM,Harris,44
HarrisX/Harris Poll,2196,1.5,-0.1,7,2024-07-28,REP,Trump,47
HarrisX/Harris Poll,2196,1.5,-0.1,7,2024-07-28,IND,Kennedy,10
HarrisX/Harris Poll,2196,1.5,-0.1,7,2024-07-28,DEM,Harris,43
HarrisX/Harris Poll,2196,1.5,-0.1,7,2024-07-28,REP,Trump,47
HarrisX/Harris Poll,2196,1.5,-0.1,7,2024-07-28,IND,Kennedy,8
HarrisX/Harris Poll,2196,1.5,-0.1,7,2024-07-28,GRE,Stein,1
HarrisX/Harris Poll,2196,1.5,-0.1,7,2024-07-28,IND,West,1
Ipsos,876,2.8,-0.9,9.5,2024-07-28,DEM,Harris,43
Ipsos,876,2.8,-0.9,9.5,2024-07-28,REP,Trump,42
Leger,786,2,0,9,2024-07-28,DEM,Harris,48
Leger,786,2,0,9,2024-07-28,REP,Trump,41
Leger,786,2,0,9,2024-07-28,IND,Kennedy,5
Leger,786,2,0,9,2024-07-28,IND,West,1
